,text,star,app_id,reviewDate,corrected_text,accuracy %
4619,Good but the ads.🤨 Play on airplane mode,5,com.ea.game.pvzfree_row,18/03/21,"Good, but the ads. Play in airplane mode.",50.0
4620,Good game ေစာ့ၾကည့္ပါ မိုက္ပါတယ္ plants vs zombies sies sjeo wo pawar,5,com.ea.game.pvzfree_row,18/03/21,Good game plants vs zombies sies sjeo wo pawara,81.8
4621,Ok why did I rate this one star,5,com.ea.game.pvzfree_row,18/03/21,Ok why did I rate this one star?,87.5
4622,Nice game you can make your strategy how to overcome the challenge,4,com.ea.game.pvzfree_row,18/03/21,Nice game where you can tweak your strategy to overcome the challenges.,66.7
4623,Dovoododdofodof3. If the best.,5,com.ea.game.pvzfree_row,18/03/21,Dovoododof3. If the best.,75.0
4624,G Have Ever R,5,com.ea.game.pvzfree_row,18/03/21,G Have Ever R,100.0
4625,Cool game on my live,5,com.ea.game.pvzfree_row,18/03/21,Cool game on my live.,80.0
4626,I like it very much 👍👍👍,5,com.ea.game.pvzfree_row,18/03/21,I like it very much.,66.7
4627,the best game I have playe!,5,com.ea.game.pvzfree_row,18/03/21,the best game I have played!,83.3
4628,I love thisgame,5,com.ea.game.pvzfree_row,18/03/21,I love this game.,66.7
4629,I used to play this game since my childhood and I never get bore of it.. It also gives civic message that growing plant in your garden keeps negative externalities away..,5,com.ea.game.pvzfree_row,18/03/21,I used to play this game since my childhood and I never got bored of it.. It also gives civic message that growing plants in your garden keeps negative externalities away..,90.3
4630,Best zombie game ever 😊,5,com.ea.game.pvzfree_row,18/03/21,Best zombie game ever!,60.0
4631,Good,5,com.ea.game.pvzfree_row,18/03/21,Good old 'o fGood.,0.0
4632,Ua.r,5,com.ea.game.pvzfree_row,18/03/21,Ua.r.,0.0
4633,Plant vs zombie,5,com.ea.game.pvzfree_row,18/03/21,Plant vs zombie.,66.7
4634,Vera11 😎😎😎,5,com.ea.game.pvzfree_row,18/03/21,Vera11,50.0
4635,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍😊😊😊😊😊💐💐💐💐💐💐💐💐👍👍👍👍👌👌👌👌👌👌👍👍👍👍👌👌💐💐💐,5,com.ea.game.pvzfree_row,18/03/21,,0.0
4636,I like this game.,5,com.ea.game.pvzfree_row,18/03/21,I like this game.,100.0
4637,Very bad this game is very bouring,5,com.ea.game.pvzfree_row,18/03/21,"Very bad, this game is very boring.",71.4
4638,I like this game but the next level is a bit different and there is a part 2 check out the app on play store and have fun. Ok i will give 5 stars 🌟✨✨for the best experience 😜,5,com.ea.game.pvzfree_row,18/03/21,I like this game but the next level is a bit different and there is a Part 2 part. Check out the app on the play store and have fun. Ok I will give 5 stars for the best experience.,84.6
4639,Best game,5,com.ea.game.pvzfree_row,18/03/21,Best game.,50.0
4640,Nice,5,com.ea.game.pvzfree_row,18/03/21,Nice.,0.0
4641,Im so Borring To my Home enjoy This Game,5,com.ea.game.pvzfree_row,18/03/21,Im so Boring to My Home I enjoy This Game.,55.6
4642,I'm enjoying this game haha.,2,com.ea.game.pvzfree_row,18/03/21,I'm enjoying this game haha.,100.0
4643,0,0,0,0,0,0.0
4644,apaan,3,com.ea.game.pvzfree_row,18/03/21,apaana,0.0
4645,Nice,5,com.ea.game.pvzfree_row,18/03/21,Nice.,0.0
4646,Wow,5,com.ea.game.pvzfree_row,18/03/21,Wow!,0.0
4647,This was my favorite game for a long time! Noe you are killing me with ads !!!!!!!!!!,1,com.ea.game.pvzfree_row,18/03/21,"This was my favorite game for a long time! Noe, you are killing me with ads!!!!!!!!!!",88.2
4648,AAYUSH,5,com.ea.game.pvzfree_row,18/03/21,Kayush Sharma.,0.0
4649,Where's the tree of wisdom?,1,com.ea.game.pvzfree_row,18/03/21,Where's the tree of wisdom?,100.0
4650,It is so fun and enjoyable game even to those who are older. Downloading it is so worth it.,5,com.ea.game.pvzfree_row,18/03/21,"It is so fun and enjoyable game, even for those who are older. Downloading it is so worth it.",89.5
4651,AE,3,com.ea.game.pvzfree_row,18/03/21,AE.,0.0
4652,"Great game,this game made my childhood.The one thing you should improve is the level speed because for some levels it take 10 minutes to beat but i still rate it 5 stars.",5,com.ea.game.pvzfree_row,18/03/21,"Great game,this game made my childhood.The one thing you should improve is the level speed because for some levels it takes 10 minutes to beat but i still rate it 5 stars.",96.9
4653,"This is a classic game. It is very fun for those looking for an offline, fun, strategy game. There are a few issues with the game, such as the random ads, but the pros outweigh the cons by so much. Highly recommend this fun, action packed game.",5,com.ea.game.pvzfree_row,18/03/21,"This is a classic game. It is very fun for those looking for an offline, fun, strategy game. There are a few issues with the game, such as the random ads, but the pros outweigh the cons by so much. Highly recommend this fun, action packed game.",100.0
4654,DJ please fix Plants versus Zombies 1 it always erases my data and it's so annoying and happen twice?!? And way too many ads it happens almost every single time I go into Survival endless why is there no tree of wisdom it's so annoying to play through all over again and this game is so big to complete you should really fix this game,2,com.ea.game.pvzfree_row,18/03/21,DJ please fix Plants versus Zombies 1 it always erases my data and it's so annoying and happens twice!? And way too many ads it happens almost every single time I go into Survival endless why is there no tree of wisdom it's so annoying to play through all over again and,95.4
4655,Ammaizing,5,com.skgames.trafficrider,18/03/21,Ammaizing The Future.,0.0
4656,Hahaha fun to play . Too good game ..,5,com.ea.game.pvzfree_row,18/03/21,Hahaha fun to play.. Very good game.,55.6
4657,It is very amazing,5,com.ea.game.pvzfree_row,18/03/21,It is very amazing,100.0
4658,Very interesting game,5,com.ea.game.pvzfree_row,18/03/21,Very interesting game.,66.7
4659,No Sunflowers Plants Only,5,com.ea.game.pvzfree_row,18/03/21,No Sunflowers Plants Only.,75.0
4660,Go game,5,com.ea.game.pvzfree_row,18/03/21,Go games.,50.0
4661,Cool,5,com.ea.game.pvzfree_row,18/03/21,Cool!,0.0
4662,wow nostalgia,5,com.ea.game.pvzfree_row,18/03/21,"wow, nostalgia.",0.0
4663,I enjoyed this game until it updated and started me over at the beginning! I lost everything! Un-installing now! I don't want to start over,1,com.ea.game.pvzfree_row,18/03/21,I enjoyed this game until it updated and started me over at the beginning! I lost everything! Uninstalling now! I don't want to start over again!,92.0
4664,Its good,5,com.ea.game.pvzfree_row,17/03/21,Its good.,50.0
4665,Too many ads,3,com.ea.game.pvzfree_row,17/03/21,Too many ads.,66.7
4666,"This game is the best thing to ever exist, anyone who says otherwise is lying to you",5,com.ea.game.pvzfree_row,17/03/21,"This game is the best thing ever created, anyone who says otherwise is lying to you.",82.4
4667,Idk,4,com.ea.game.pvzfree_row,17/03/21,Idk.,0.0
4668,"great game, love it",5,com.ea.game.pvzfree_row,17/03/21,"Great game, love it.",50.0
4669,A childhood memories. Plus its offline game. Its superb ^_^,5,com.ea.game.pvzfree_row,17/03/21,A childhood memory. Plus offline game. It's superb _.,60.0
4670,I would rate 5 stars but they put to many ads in the game but they added a level selector so you can play what level you want if you have unlocked it.,4,com.ea.game.pvzfree_row,17/03/21,I would rate 5 stars but they added too many ads in the game but they added a level selector so you can play what level you want if you have unlocked it.,93.9
4671,عالی عالی 💟💟💟💟💟💟💟💟💟💟💟💟💟,5,com.ea.game.pvzfree_row,17/03/21,,66.7
4672,"I don't know how but the game's whole data gets deleted after I start the adventure 2. Previously, I was playing a few mins ago and after that I saw that there was no data. Whole game was starting with introduction. But my name which I had put was there. I had played this game even I was small that's why I'm giving 3 starts. Otherwise I'd have given 1 star. Please check it",3,com.ea.game.pvzfree_row,17/03/21,"I don't know how the whole game data gets deleted after I start the adventure 2. Previously, I was playing a few mins ago, and after that I saw that there was no data. Whole game started with introduction. But my name which I had put was there. I had played this game even",91.9
4673,Good,1,com.ea.game.pvzfree_row,17/03/21,Good bye.,0.0
4674,"It's a great game, the adds lost me a star but it's still good ole pvz. It's just too bad that there'll never be another game quite like this.",4,com.ea.game.pvzfree_row,17/03/21,"It's a great game, the adds lost me a star, but it's still good ole pvz. It's just too bad that there'll never be another game quite like this.",96.6
4675,Cx,2,com.skgames.trafficrider,18/03/21,Cx,100.0
4676,Awesome,5,com.skgames.trafficrider,18/03/21,Awesome.,0.0
4677,این بازی موتور خوب است😃,5,com.skgames.trafficrider,18/03/21,,80.0
4678,NYC,5,com.skgames.trafficrider,18/03/21,NYC,100.0
4679,Ok game,1,com.skgames.trafficrider,18/03/21,Ok game.,50.0
4680,I love this game ☺,5,com.skgames.trafficrider,18/03/21,I love this game!,60.0
4681,Good,5,com.skgames.trafficrider,18/03/21,Good.,0.0
4682,Ladies game best you're riding best and leading best and your locking not best game look at the best game at the world best award,5,com.skgames.trafficrider,18/03/21,Ladies game best; you're riding best and leading best and your locking not best game: look at the best game from the world best award.,84.0
4683,Yaade taaza ho gyi,5,com.skgames.trafficrider,18/03/21,Yaade taaza ho gyi.,75.0
4684,Fraz Ahmed,4,com.skgames.trafficrider,18/03/21,Fraz Ahmed,100.0
4685,I swear this game is really interesting sorry high quality I will never regret downloading it I suggested u all should download it ☺️😃,5,com.skgames.trafficrider,18/03/21,I swear this game is really interesting sorry high quality I will never regret downloading it I suggest u all should download it.,87.5
4686,Supar,5,com.skgames.trafficrider,18/03/21,Supare.,0.0
4687,"I jusy found this game, and OMG i love it! I played everytime and so much fun!! thank you",5,com.skgames.trafficrider,18/03/21,"I just found this game, and OMG I love it! I played it every time and it was so much fun!! Thank you thank you!",63.2
4688,Nice app,5,com.skgames.trafficrider,18/03/21,Nice app.,50.0
4689,Very nice game,5,com.skgames.trafficrider,18/03/21,Very nice game.,66.7
4690,This game 🎮 👍👌great I have purchased all bikes 🏍,5,com.skgames.trafficrider,18/03/21,"This game is great, I have purchased all of my bikes.",50.0
4691,OMG!!!!!!!,5,com.skgames.trafficrider,18/03/21,OMG!!!!!!!,100.0
4692,Nice,4,com.skgames.trafficrider,18/03/21,Nice.,0.0
4693,✌️✌️✌️✌️✌️✌️✌️✌️✌️✌️ ✌️✌️🤟🤟🤟🤟🤟🤟🤟🤟👍👍👍 👍👍👍👌👌👌👌👌👌👌,5,com.skgames.trafficrider,18/03/21,.,0.0
4694,गम.चकोट.हाय,5,com.skgames.trafficrider,18/03/21,..,0.0
4695,Op game,4,com.skgames.trafficrider,18/03/21,Op games.,50.0
4696,Bad game experience,2,com.skgames.trafficrider,18/03/21,Bad game experience!,66.7
4697,Okkkkkkkkkkkkk,5,com.skgames.trafficrider,18/03/21,Okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk.,0.0
4698,This game is the best game ever,5,com.skgames.trafficrider,18/03/21,This game is the best game ever.,85.7
4699,Sujay,3,com.skgames.trafficrider,18/03/21,Sujay;,0.0
4700,Very HARD ALSO,5,com.skgames.trafficrider,18/03/21,Very HARD ALSO.,66.7
4701,Very very nice👍👏😊 game,4,com.skgames.trafficrider,18/03/21,Very very nice games.,50.0
4702,pretty good,3,com.skgames.trafficrider,18/03/21,pretty good!,50.0
4703,Nice to meet you Love you too,5,com.skgames.trafficrider,18/03/21,Nice to meet you. Love you too!,71.4
4704,I really like this app,5,com.skgames.trafficrider,18/03/21,I really like this app.,80.0
4705,Nice game nice grafices,5,com.skgames.trafficrider,18/03/21,"Nice game, nice graphics.",50.0
4706,OP free fire or Traffic Rider,5,com.skgames.trafficrider,18/03/21,OP Free fire or Traffic Rider!,66.7
4707,Actually not bad for offline games the graphics is good and the game play control is good good job!,3,com.skgames.trafficrider,18/03/21,"Actually not bad for offline games, the graphics are good and the game play control is good. good job!",84.2
4708,afsal ammi,4,com.skgames.trafficrider,18/03/21,afsal ammi,100.0
4709,Do,5,com.skgames.trafficrider,18/03/21,Do You Have Two Dogs?,0.0
4710,good,5,com.skgames.trafficrider,18/03/21,good.,0.0
4711,This game is mind-blowing. It is my favourite game in racing. There are many styleist bikes. That was my favourite,5,com.skgames.trafficrider,18/03/21,This game is mind-blowing. It is my favourite game of racing. There are many styleist bikes.That was my favourite.,85.0
4712,Good game time pass,5,com.skgames.trafficrider,18/03/21,Good game time passing.,75.0
4713,Excellent,5,com.skgames.trafficrider,18/03/21,Excellent.,0.0
4714,Nice one,5,com.skgames.trafficrider,18/03/21,Nice one.,50.0
4715,Let play,5,com.skgames.trafficrider,18/03/21,Let play!,50.0
4716,Azaan,5,com.skgames.trafficrider,18/03/21,Azaan.,0.0
4717,Xg N,1,com.skgames.trafficrider,18/03/21,"Xg N,",50.0
4718,Ghatiya game,1,com.skgames.trafficrider,18/03/21,Ghatiya game.,50.0
4719,It's good,5,com.skgames.trafficrider,18/03/21,It's good.,50.0
4720,Super game,5,com.skgames.trafficrider,18/03/21,Super game.,50.0
4721,I love this game best game,5,com.skgames.trafficrider,18/03/21,I love this game best game.,83.3
4722,MIND BLOWING,5,com.skgames.trafficrider,18/03/21,MIND BLOWING!,50.0
4723,Best game 🔥🔥🔥🔥😍😍OP,5,com.skgames.trafficrider,18/03/21,Best game OP,66.7
4724,Time pass khelte hai aur data bhi bachta hai,5,com.skgames.trafficrider,18/03/21,Time pass khelte hai aur data bhi bachta hai.,88.9
4725,Prateek,5,com.skgames.trafficrider,18/03/21,Prateek.,0.0
4726,Bhai thodi easy karde Please,5,com.skgames.trafficrider,18/03/21,Bhai. Thadi easy Karde. Please.,20.0
4727,Various Mobil 2,5,com.skgames.trafficrider,18/03/21,Various Mobil 2 items.,66.7
4728,B+S,5,com.skgames.trafficrider,18/03/21,B+S.,0.0
4729,Top,5,com.skgames.trafficrider,18/03/21,Top,100.0
4730,Bolo na please 😢 ok bro please 🙏😢 ho kon ha bolo na please ok Ok Bolo . . . . . Ok Bolo Hi rj,5,com.skgames.trafficrider,18/03/21,Bolo na please  ok bro please  ho kon ha bolo na please ok Ok Bolo....... Ok Bolo Hi rjsa bolo na ok,84.6
4731,To bad,1,com.skgames.trafficrider,18/03/21,Too bad!,0.0
4732,0,0,0,0,0,0.0
4733,Yes but I think it is the same,5,com.skgames.trafficrider,18/03/21,"Yes, but I think it is the same.",75.0
4734,Fabulous ......this game is great 🏍🏍🏍 ..I can't say in words.....🤐🤐🤐🤐,5,com.skgames.trafficrider,18/03/21,Fabulous.......this game is great.....I can't say it in words.....,63.6
4735,this game is wonder full i like it,5,com.skgames.trafficrider,18/03/21,this game is like wonder full i like it.,75.0
4736,Traffic Rider,1,com.skgames.trafficrider,18/03/21,Traffic Riders,50.0
4737,Good,5,com.skgames.trafficrider,18/03/21,"Good,",0.0
4738,Like this game,5,com.skgames.trafficrider,18/03/21,You can play this game.,33.3
4739,Best game install it,5,com.skgames.trafficrider,18/03/21,Best game install it!,75.0
4740,Best racing game ever,5,com.skgames.trafficrider,18/03/21,Best racing game ever!,75.0
4741,Very bad game,1,com.skgames.trafficrider,18/03/21,Very bad game.,66.7
4742,Like to Moto traffic Rider,5,com.skgames.trafficrider,18/03/21,Like Moto traffic riders.,60.0
4743,Best game 👍😮,5,com.skgames.trafficrider,18/03/21,Best Game.,66.7
4744,Kabi,5,com.skgames.trafficrider,18/03/21,Kabi.,0.0
4745,Bkvas game nhi he,5,com.skgames.trafficrider,18/03/21,Bkvas game nhi he.,75.0
4746,nice,5,com.skgames.trafficrider,18/03/21,nice!,0.0
4747,Hi good,1,com.skgames.trafficrider,18/03/21,Hi. Good idea.,0.0
4748,😅😅😅👽👽👽👽🦋🦋🥺😂😂,5,com.skgames.trafficrider,18/03/21,.,0.0
4749,"I first install this i think this is waste game but it is very very nice ,😁",3,com.skgames.trafficrider,18/03/21,"I first installed this, i think this is a waste game but it is very very nice.",70.6
4750,تاللللللعللللال,2,com.skgames.trafficrider,18/03/21,(.,0.0
4751,Very nice game,5,com.skgames.trafficrider,18/03/21,Very nice game.,66.7
4752,Good,5,com.skgames.trafficrider,18/03/21,Good.,0.0
4753,Good,4,com.skgames.trafficrider,18/03/21,Good Luck!,0.0
4754,Cool,5,com.skgames.trafficrider,18/03/21,Cool.,0.0
4755,Funny games,5,com.skgames.trafficrider,18/03/21,Funny games.,50.0
4756,I love game,5,com.skgames.trafficrider,18/03/21,I love games!,66.7
4757,😎 game,5,com.skgames.trafficrider,18/03/21,game,50.0
4758,W The F,1,com.skgames.trafficrider,18/03/21,W The F,100.0
4759,Bike prices should be less than 10000,2,com.skgames.trafficrider,18/03/21,"Bike prices should not exceed 10,000 km (22,000 / km).",42.9
4760,The emotions of childhood!,5,com.skgames.trafficrider,18/03/21,Feelings of childhood!,75.0
4761,Super game,5,com.skgames.trafficrider,18/03/21,Supergame.,50.0
4762,High five,5,com.skgames.trafficrider,18/03/21,High Five,50.0
4763,This game is very good i like this game grapahic are very good,1,com.skgames.trafficrider,18/03/21,This game is very good i like this game grapahic is very good.,84.6
4764,VERY GOOD GAME,5,com.skgames.trafficrider,18/03/21,VERY GOOD GAME,100.0
4765,Good game,5,com.skgames.trafficrider,18/03/21,Good game!,50.0
4766,Op nices game,5,com.skgames.trafficrider,18/03/21,Opposite nice game.,0.0
4767,😍😍😍😘👌👌👌👌👌,5,com.skgames.trafficrider,18/03/21,,0.0
4768,👍👍👍👍,3,com.skgames.trafficrider,18/03/21,", the phrase ""non-same-yam"" ( ), is a Greek word for "" boy "".",0.0
4769,Verry nice game,1,com.skgames.trafficrider,18/03/21,Very nice game.,33.3
4770,I had a very nice experience actually amazing experience 😉😋,5,com.skgames.trafficrider,18/03/21,"I had a very nice experience, actually amazing experience.",70.0
4771,Traffic Rider,1,com.skgames.trafficrider,18/03/21,Traffic Rider,100.0
4772,Good,5,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Good!,0.0
4773,This is wonderful app for job search I mean reach out to HR directly this is awesome n I got in a job after using this app,5,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,This is a wonderful app for job search I mean reach out to HR directly this is awesome I got a job after using this app.,85.2
4774,Worst,1,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Worst:,0.0
4775,Ok.,5,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Okay.,0.0
4776,Good,1,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Good.,0.0
4777,Superb,5,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Superb!,0.0
4778,Helpful,5,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Helpful.,0.0
4779,best job always,5,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,best job ever.,66.7
4780,0,0,0,0,0,0.0
4781,LOTS OF JOBS THAT I REQUIRED.THEY GIVE 3 OPTION OF CHOOSE DIFFERENT CATIGORIES OF JOB THAT WE NEED.,5,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,LOTS OF JOBS THAT I REQUIRED.THEY GIVE 3 OPTIONS TO CHOOSE DIFFERENT CATIGORIES OF JOB THAT WE NEED.,88.9
4782,Nice,5,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Nice.,0.0
4783,Yes I experience this app this is actually good n easy to find a best job and also I recommend this to everyone,5,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Yes I experience this app this is actually good and easy to find a best job and also I recommend this to everybody.,91.3
4784,Good,5,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Good.,0.0
4785,It's totally fake job app hr not pick your calls,1,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Its totally fake job app so not picking your calls.,60.0
4786,very very useful and I got job through the work india app,5,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,very very useful and I got the job through the work india app.,83.3
4787,Good,4,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Goodbye!,0.0
4788,Good,4,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Nice.,0.0
4789,Great,5,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Great hat!,0.0
4790,Best app,5,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Best app.,50.0
4791,Excellent,5,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Excellent.,0.0
4792,Plz download the app,5,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Plz download the app.,75.0
4793,Good Application,5,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Good Application.,50.0
4794,Suraj Kumar,4,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Suraj Kumar.,50.0
4795,Nice,3,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Nice!,0.0
4796,Mahine me 15din kam aur kam ka paisa nahi dete Hain,1,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Mahine me 15din kam aur kam ka paisa nahi dete Hain,100.0
4797,Very nice application,5,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Very nice application.,66.7
4798,Very good,5,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Very good.,50.0
4799,Helpful,5,in.workindia.nileshdungarwal.workindiaandroid,18/03/21,Helpful.,0.0
4800,Worst app they did answer the call and also not reply in whatsup,1,in.workindia.nileshdungarwal.workindiaandroid,17/03/21,Worst app they did answer the call and also not reply in whatsup.,92.3
4801,yes this app really helpful to getting job,5,in.workindia.nileshdungarwal.workindiaandroid,17/03/21,yes this app really helpful for getting a job.,62.5
4802,Searching for job right now....,5,in.workindia.nileshdungarwal.workindiaandroid,17/03/21,Searching for a job right now?,60.0
4803,It is the most user friendly and quick response app made ever,5,in.workindia.nileshdungarwal.workindiaandroid,17/03/21,This is the most user friendly and quick response app ever made.,75.0
4804,Good work phonepay,5,com.phonepe.app,18/03/21,Good work phonepay!,66.7
4805,Best,5,com.phonepe.app,18/03/21,"Best Friend / Favorite Seller (St. Germain), 2nd Floor.",0.0
4806,Bekar haa,5,com.phonepe.app,18/03/21,Bekar haa.,50.0
4807,Too much help full for payment transaction,5,com.phonepe.app,18/03/21,Too much help for payment transactions.,71.4
4808,Good,5,com.phonepe.app,18/03/21,Goodbye,0.0
4809,Super app,4,com.phonepe.app,18/03/21,Super app.,50.0
4810,Nice application,5,com.phonepe.app,18/03/21,Nice application.,50.0
4811,Nice one,5,com.phonepe.app,18/03/21,Nice one.,50.0
4812,It's nice app for payments,4,com.phonepe.app,18/03/21,It's a nice app for payments.,60.0
4813,Good app for payment,4,com.phonepe.app,18/03/21,Good app for payments.,75.0
4814,Good,5,com.phonepe.app,18/03/21,Good luck!,0.0
4815,Nice Apps,4,com.phonepe.app,18/03/21,Nice Apps!,50.0
4816,Bahut bekar,1,com.phonepe.app,18/03/21,Bahut bekar,100.0
4817,👌👌👌,3,com.phonepe.app,18/03/21,,0.0
4818,Fastest transaction,4,com.phonepe.app,18/03/21,Fastest transaction.,50.0
4819,Good App,5,com.phonepe.app,18/03/21,Good App.,50.0
4820,Thik,2,com.phonepe.app,18/03/21,Thek:,0.0
4821,Good,5,com.phonepe.app,18/03/21,Very nice tat!,0.0
4822,Good,5,com.phonepe.app,18/03/21,Good bye.,0.0
4823,It is a worst application. Like if u want do any transaction everytime your money got stuck for 5 days evry single day worst application for life,1,com.phonepe.app,18/03/21,It is a worst application like if u want do any transaction every time your money got stuck for 5 days or a single day worst application for life.,77.8
4824,Good,5,com.phonepe.app,18/03/21,Good job.,0.0
4825,काफी काम आसान हो गए हैं। बढ़िया aap है।,5,com.phonepe.app,18/03/21,aap,77.8
4826,मेरा फोन पे तुम लोगों ने इसलिए @deactivate कर दिया की मेने तुमने पूछ लिया की तुम लोगों ने ऐसे बन्दे से एड् करवा ली जिन लोगों के परिवार को भारत में डर लगता है मेरा अकाउंट तुम कल बन्द करते हो तो आज ही कर दो लेकिन ऐसे लोगों का कोई अप्प नहीं चलाना चाहता जिनको #भारत मे डर लगता हो,1,com.phonepe.app,18/03/21,#,98.4
4827,No cashback,1,com.phonepe.app,18/03/21,No cashback!,50.0
4828,Lovly,5,com.phonepe.app,18/03/21,Lovly.,0.0
4829,Fully Secured,5,com.phonepe.app,18/03/21,Fully Secured.,50.0
4830,no cash back,3,com.phonepe.app,18/03/21,no cash back!,66.7
4831,Love this app,5,com.phonepe.app,18/03/21,Love this app.,66.7
4832,Bakbas bar bar payment bich Mein ruk jata hai,1,com.phonepe.app,18/03/21,Bakbas bar bar payment bich Mein ruk jata hai.,88.9
4833,Good,2,com.phonepe.app,18/03/21,Good.,0.0
4834,It's really a good app,5,com.phonepe.app,18/03/21,It's really a good app.,80.0
4835,Fantastic and great,5,com.phonepe.app,18/03/21,Fantastic and great!,66.7
4836,Mast,4,com.phonepe.app,18/03/21,Mast.,0.0
4837,Good,5,com.phonepe.app,18/03/21,Good..,0.0
4838,0,0,0,0,0,0.0
4839,Thank you. It is really convenient and has hardly ever disappointed me.,5,com.phonepe.app,18/03/21,Thank you. It is really convenient and has hardly ever disappointed me.,100.0
4840,It's a very helpful application I love it,5,com.phonepe.app,18/03/21,"It's a very helpful application, I love it.",75.0
4841,Indian app i am sport it,5,com.phonepe.app,18/03/21,Indian app I am liking it.,50.0
4842,Tatiiiiiiiiiiiiiiii,5,com.picsart.studio,18/03/21,Tatiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,0.0
4843,"Cheater group in India they kept my 430rs and not return my money today 6 day passed awye, when I call them they say to contact your bank and bank say contact phone pay both are blamming to each other, they just suggest me to raise a complaint to sbi, ncil , toll-free no of my bank dut they don't try to give my money back। Total cheating frod group",1,com.phonepe.app,18/03/21,"Cheat group in India they kept my 430rs and not return my money today. 6 days passed away, when I call them they say to contact your bank and bank say contact phone pay. both are blaming each other, they just suggest me to raise a complaint to sbi",87.1
4844,Good,5,com.phonepe.app,18/03/21,Good luck!,0.0
4845,Good,5,com.phonepe.app,18/03/21,Good.,0.0
4846,Super,5,com.phonepe.app,18/03/21,Super Mario Broncos!,0.0
4847,Superrrr,5,com.phonepe.app,18/03/21,Superrrrr.,0.0
4848,Can i give it back my scratch coupon. Its always lenskart membership. Lol. 😂😂😂,3,com.phonepe.app,18/03/21,Can i give it back my scratch coupon. Its always lenskart membership. Lol.,92.9
4849,Nice app,5,com.phonepe.app,18/03/21,Nice app.,50.0
4850,Amazing appAmazing app,5,com.phonepe.app,18/03/21,Amazing appAmazing app,100.0
4851,👍🏻👍🏻👍🏻,5,com.phonepe.app,18/03/21,,0.0
4852,Very quick,5,com.phonepe.app,18/03/21,very quick!,0.0
4853,Good,5,com.phonepe.app,18/03/21,Good.,0.0
4854,♡♡,5,com.phonepe.app,18/03/21,,0.0
4855,Very good app for every transaction,5,com.phonepe.app,18/03/21,Very good app for every transaction.,83.3
4856,Good,5,com.phonepe.app,18/03/21,"Good,",0.0
4857,Very nice,5,com.phonepe.app,18/03/21,Very nice.,50.0
4858,Good,5,com.phonepe.app,18/03/21,Good.,0.0
4859,Nice one,5,com.phonepe.app,18/03/21,Nice one.,50.0
4860,Worst app,1,com.phonepe.app,18/03/21,Worst app.,50.0
4861,Useful of my life,5,com.phonepe.app,18/03/21,Useful for the rest of my life!,50.0
4862,very disappointed with phonepay app Automatically disconnected my account i tried many times but not linked my bank account even I have rs and validity in my sim,1,com.phonepe.app,18/03/21,very disappointed with phonepay app automatically disconnected my account i tried many times but not linked to my bank account even I have rs and validity in my sim.,89.3
4863,Good,5,com.phonepe.app,18/03/21,Good News!,0.0
4864,I very like this,5,com.phonepe.app,18/03/21,I really like this.,50.0
4865,Good,5,com.phonepe.app,18/03/21,Goodbye.,0.0
4866,Best payment app,5,com.phonepe.app,18/03/21,Best payment app.,66.7
4867,Super,4,com.phonepe.app,18/03/21,Superficial.,0.0
4868,Can't login after i restart my device showing invalid password even after entering right password,1,com.phonepe.app,18/03/21,Can't login after i restart my device showing invalid password even after entering right password.,93.3
4869,Good,5,com.phonepe.app,18/03/21,Good noob.,0.0
4870,"Nice app,happy to use it",4,com.phonepe.app,18/03/21,"Nice app,happy to use it.",80.0
